58.20.59.178 - - [01/Aug/2013:03:15:31 -0300] "GET /science/browse/a/fulltext HTTP/1.1" 404 1001
143.107.162.166 - - [01/Aug/2013:11:51:02 -0300] "POST /remoto/results.do HTTP/1.1" 200 21820
143.107.162.166 - - [01/Aug/2013:11:51:02 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.8825072523738672 HTTP/1.1" 200 49476
143.107.162.166 - - [01/Aug/2013:11:51:04 -0300] "POST /remoto/results.do HTTP/1.1" 200 21817
143.107.162.166 - - [01/Aug/2013:11:51:04 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.30906904429385706 HTTP/1.1" 200 54197
143.107.162.166 - - [01/Aug/2013:11:51:05 -0300] "POST /remoto/results.do HTTP/1.1" 200 21820
143.107.162.166 - - [01/Aug/2013:11:51:06 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.058373506150772414 HTTP/1.1" 200 54485
143.107.162.166 - - [01/Aug/2013:11:51:06 -0300] "POST /remoto/results.do HTTP/1.1" 200 21817
143.107.162.166 - - [01/Aug/2013:11:51:07 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.3654820380223548 HTTP/1.1" 200 55921
143.107.162.166 - - [01/Aug/2013:11:51:07 -0300] "POST /remoto/results.do HTTP/1.1" 200 21817
143.107.162.166 - - [01/Aug/2013:11:51:08 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.9945862997173829 HTTP/1.1" 200 56177
143.107.162.166 - - [01/Aug/2013:11:51:09 -0300] "POST /remoto/results.do HTTP/1.1" 200 21818
143.107.162.166 - - [01/Aug/2013:11:51:09 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.9214530981652088 HTTP/1.1" 200 57470
143.107.162.166 - - [01/Aug/2013:11:51:10 -0300] "POST /remoto/results.do HTTP/1.1" 200 21817
143.107.162.166 - - [01/Aug/2013:11:51:10 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.9673480026507215 HTTP/1.1" 200 58758
143.107.162.166 - - [01/Aug/2013:11:51:11 -0300] "POST /remoto/results.do HTTP/1.1" 200 21817
143.107.162.166 - - [01/Aug/2013:11:51:11 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.656415114421657 HTTP/1.1" 200 58823
143.107.162.166 - - [01/Aug/2013:11:51:12 -0300] "POST /remoto/results.do HTTP/1.1" 200 21817
143.107.162.166 - - [01/Aug/2013:11:51:12 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.8543983177072608 HTTP/1.1" 200 60377
143.107.162.166 - - [01/Aug/2013:11:51:13 -0300] "POST /remoto/results.do HTTP/1.1" 200 21819
143.107.162.166 - - [01/Aug/2013:11:51:13 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.8833886989242375 HTTP/1.1" 200 54752
143.107.162.166 - - [01/Aug/2013:11:51:14 -0300] "POST /remoto/results.do HTTP/1.1" 200 21818
143.107.162.166 - - [01/Aug/2013:11:51:14 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.08110473403208596 HTTP/1.1" 200 54754
143.107.162.166 - - [01/Aug/2013:11:51:15 -0300] "POST /remoto/results.do HTTP/1.1" 200 21818
143.107.162.166 - - [01/Aug/2013:11:51:15 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.7983169313202773 HTTP/1.1" 200 54801
143.107.162.166 - - [01/Aug/2013:11:51:16 -0300] "POST /remoto/results.do HTTP/1.1" 200 21818
143.107.162.166 - - [01/Aug/2013:11:51:16 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.7967978948232424 HTTP/1.1" 200 54932
143.107.162.166 - - [01/Aug/2013:11:51:16 -0300] "POST /remoto/results.do HTTP/1.1" 200 21815
143.107.162.166 - - [01/Aug/2013:11:51:17 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.94311935026765 HTTP/1.1" 200 56138
143.107.162.166 - - [01/Aug/2013:11:51:17 -0300] "POST /remoto/results.do HTTP/1.1" 200 21818
143.107.162.166 - - [01/Aug/2013:11:51:18 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.08936536233322823 HTTP/1.1" 200 56280
143.107.162.166 - - [01/Aug/2013:11:51:19 -0300] "POST /remoto/results.do HTTP/1.1" 200 21816
143.107.162.166 - - [01/Aug/2013:11:51:19 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.5171395882895823 HTTP/1.1" 200 56364
143.107.162.166 - - [01/Aug/2013:11:51:23 -0300] "POST /remoto/results.do HTTP/1.1" 200 21819
143.107.162.166 - - [01/Aug/2013:11:51:24 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.30100069074270563 HTTP/1.1" 200 58811
143.107.162.166 - - [01/Aug/2013:11:51:25 -0300] "POST /remoto/results.do HTTP/1.1" 200 21817
143.107.162.166 - - [01/Aug/2013:11:51:25 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.2546681821434875 HTTP/1.1" 200 58931
143.107.162.166 - - [01/Aug/2013:11:51:52 -0300] "POST /remoto/results.do HTTP/1.1" 200 21817
143.107.162.166 - - [01/Aug/2013:11:51:54 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.6691373222711221 HTTP/1.1" 200 52955
143.107.162.166 - - [01/Aug/2013:11:51:56 -0300] "POST /remoto/results.do HTTP/1.1" 200 21818
143.107.162.166 - - [01/Aug/2013:11:51:57 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.07548043725403197 HTTP/1.1" 200 54243
143.107.162.166 - - [01/Aug/2013:11:52:18 -0300] "POST /remoto/results.do HTTP/1.1" 200 21817
143.107.162.166 - - [01/Aug/2013:11:52:20 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.5839796618775007 HTTP/1.1" 200 54243
143.107.162.166 - - [01/Aug/2013:11:52:24 -0300] "GET /remoto/stimulation.do HTTP/1.1" 200 14019
143.107.162.166 - - [01/Aug/2013:11:52:25 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=stimulation&id=0.14048233714452563 HTTP/1.1" 200 41706
143.107.162.166 - - [01/Aug/2013:11:52:29 -0300] "POST /remoto/stimulation.do HTTP/1.1" 200 14040
143.107.162.166 - - [01/Aug/2013:11:52:30 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=stimulation&id=0.6108368600910661 HTTP/1.1" 200 62090
143.107.162.166 - - [01/Aug/2013:11:52:32 -0300] "GET /remoto/results.do?opt=chart_img HTTP/1.1" 200 18965
143.107.162.166 - - [01/Aug/2013:11:52:33 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.7276765226335967 HTTP/1.1" 200 45462
143.107.162.166 - - [01/Aug/2013:11:52:36 -0300] "POST /remoto/results.do HTTP/1.1" 200 21821
143.107.162.166 - - [01/Aug/2013:11:52:37 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.009151431103727514 HTTP/1.1" 200 45462
143.107.162.166 - - [01/Aug/2013:11:52:37 -0300] "POST /remoto/results.do HTTP/1.1" 200 21818
143.107.162.166 - - [01/Aug/2013:11:52:39 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.2400648183093178 HTTP/1.1" 200 54243
143.107.162.166 - - [01/Aug/2013:11:52:40 -0300] "GET /remoto/start.do HTTP/1.1" 302 -
143.107.162.166 - - [01/Aug/2013:11:52:40 -0300] "GET /remoto/jsp/finish.jsp?status=finished HTTP/1.1" 200 7334
143.107.162.166 - - [01/Aug/2013:11:52:42 -0300] "POST /remoto/simulation.do HTTP/1.1" 200 7365
143.107.162.166 - - [01/Aug/2013:11:52:43 -0300] "GET /remoto/ProgressBar.jar HTTP/1.1" 304 -
143.107.162.166 - - [01/Aug/2013:11:52:43 -0300] "GET /remoto/results.do?opt=chart_img HTTP/1.1" 200 18966
143.107.162.166 - - [01/Aug/2013:11:52:43 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 -
143.107.162.166 - - [01/Aug/2013:11:52:43 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.4671835189395075 HTTP/1.1" 200 42979
143.107.162.166 - - [01/Aug/2013:11:52:51 -0300] "POST /remoto/results.do HTTP/1.1" 200 21820
143.107.162.166 - - [01/Aug/2013:11:52:51 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.30288429799111993 HTTP/1.1" 200 48637
143.107.162.166 - - [01/Aug/2013:11:52:53 -0300] "POST /remoto/results.do HTTP/1.1" 200 21817
143.107.162.166 - - [01/Aug/2013:11:52:53 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.8245536680924339 HTTP/1.1" 200 45964
143.107.162.166 - - [01/Aug/2013:11:52:55 -0300] "POST /remoto/results.do HTTP/1.1" 200 21816
143.107.162.166 - - [01/Aug/2013:11:52:56 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.8106903750302141 HTTP/1.1" 200 46441
143.107.162.166 - - [01/Aug/2013:11:52:56 -0300] "POST /remoto/results.do HTTP/1.1" 200 21818
143.107.162.166 - - [01/Aug/2013:11:52:57 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.35371996397762995 HTTP/1.1" 200 46293
143.107.162.166 - - [01/Aug/2013:11:53:00 -0300] "POST /remoto/results.do HTTP/1.1" 200 21816
143.107.162.166 - - [01/Aug/2013:11:53:01 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.532613888892937 HTTP/1.1" 200 49568
143.107.162.166 - - [01/Aug/2013:11:53:02 -0300] "POST /remoto/results.do HTTP/1.1" 200 21817
143.107.162.166 - - [01/Aug/2013:11:53:03 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.9452544925739631 HTTP/1.1" 200 43704
143.107.162.166 - - [01/Aug/2013:11:53:03 -0300] "POST /remoto/results.do HTTP/1.1" 200 21817
143.107.162.166 - - [01/Aug/2013:11:53:04 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.8620991038451841 HTTP/1.1" 200 43614
143.107.162.166 - - [01/Aug/2013:11:53:04 -0300] "POST /remoto/results.do HTTP/1.1" 200 21818
143.107.162.166 - - [01/Aug/2013:11:53:05 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.8784090469780605 HTTP/1.1" 200 43517
143.107.162.166 - - [01/Aug/2013:11:53:05 -0300] "POST /remoto/results.do HTTP/1.1" 200 21819
143.107.162.166 - - [01/Aug/2013:11:53:06 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.006078695173822202 HTTP/1.1" 200 44386
143.107.162.166 - - [01/Aug/2013:11:53:06 -0300] "POST /remoto/results.do HTTP/1.1" 200 21818
143.107.162.166 - - [01/Aug/2013:11:53:07 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.12374997840911395 HTTP/1.1" 200 44942
143.107.162.166 - - [01/Aug/2013:11:53:07 -0300] "POST /remoto/results.do HTTP/1.1" 200 21816
143.107.162.166 - - [01/Aug/2013:11:53:08 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.764371843602417 HTTP/1.1" 200 44807
143.107.162.166 - - [01/Aug/2013:11:53:08 -0300] "POST /remoto/results.do HTTP/1.1" 200 21816
143.107.162.166 - - [01/Aug/2013:11:53:09 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.9847337051610163 HTTP/1.1" 200 44619
143.107.162.166 - - [01/Aug/2013:11:53:09 -0300] "POST /remoto/results.do HTTP/1.1" 200 21817
143.107.162.166 - - [01/Aug/2013:11:53:10 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.8569616172665387 HTTP/1.1" 200 44565
127.0.0.1 - - [01/Aug/2013:12:00:02 -0300] "GET / HTTP/1.1" 404 951
143.107.162.166 - - [01/Aug/2013:12:00:05 -0300] "GET /remoto/login.do HTTP/1.1" 200 8676
143.107.162.166 - - [01/Aug/2013:12:00:11 -0300] "GET /remoto/stimulation.do HTTP/1.1" 200 14021
143.107.162.166 - - [01/Aug/2013:12:00:12 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=stimulation&id=0.25079515279391507 HTTP/1.1" 200 62090
143.107.162.166 - - [01/Aug/2013:12:00:12 -0300] "GET /remoto/stimulation.do HTTP/1.1" 200 14021
143.107.162.166 - - [01/Aug/2013:12:00:13 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=stimulation&id=0.03405738858565943 HTTP/1.1" 200 62090
143.107.162.166 - - [01/Aug/2013:12:00:20 -0300] "POST /remoto/stimulation.do HTTP/1.1" 200 14040
143.107.162.166 - - [01/Aug/2013:12:00:20 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=stimulation&id=0.8583383883220269 HTTP/1.1" 200 41280
143.107.162.166 - - [01/Aug/2013:12:00:21 -0300] "GET /remoto/start.do HTTP/1.1" 200 7155
143.107.162.166 - - [01/Aug/2013:12:00:22 -0300] "POST /remoto/simulation.do HTTP/1.1" 200 7365
143.107.162.166 - - [01/Aug/2013:12:00:23 -0300] "GET /remoto/ProgressBar.jar HTTP/1.1" 304 -
143.107.162.166 - - [01/Aug/2013:12:00:23 -0300] "GET /remoto/results.do?opt=chart_img HTTP/1.1" 200 18965
143.107.162.166 - - [01/Aug/2013:12:00:23 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 -
143.107.162.166 - - [01/Aug/2013:12:00:23 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.375706200335856 HTTP/1.1" 200 43670
143.107.162.166 - - [01/Aug/2013:12:00:23 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 -
143.107.162.166 - - [01/Aug/2013:12:00:25 -0300] "POST /remoto/results.do HTTP/1.1" 200 21820
143.107.162.166 - - [01/Aug/2013:12:00:25 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.31243853760358264 HTTP/1.1" 200 48549
143.107.162.166 - - [01/Aug/2013:12:00:27 -0300] "POST /remoto/results.do HTTP/1.1" 200 21818
143.107.162.166 - - [01/Aug/2013:12:00:27 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.5070169233104621 HTTP/1.1" 200 52290
143.107.162.166 - - [01/Aug/2013:12:00:33 -0300] "POST /remoto/results.do HTTP/1.1" 200 21817
143.107.162.166 - - [01/Aug/2013:12:00:33 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.17342060165063833 HTTP/1.1" 200 55786
143.107.162.166 - - [01/Aug/2013:12:00:35 -0300] "GET /remoto/start.do HTTP/1.1" 200 7365
143.107.162.166 - - [01/Aug/2013:12:00:36 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 -
143.107.162.166 - - [01/Aug/2013:12:00:36 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 -
143.107.162.166 - - [01/Aug/2013:12:00:36 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 -
143.107.162.166 - - [01/Aug/2013:12:00:37 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 -
143.107.162.166 - - [01/Aug/2013:12:00:37 -0300] "GET /remoto/stimulation.do HTTP/1.1" 200 14018
143.107.162.166 - - [01/Aug/2013:12:00:37 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=stimulation&id=0.52832088619664 HTTP/1.1" 200 41280
143.107.162.166 - - [01/Aug/2013:12:00:37 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 -
143.107.162.166 - - [01/Aug/2013:12:00:40 -0300] "POST /remoto/stimulation.do HTTP/1.1" 200 14040
143.107.162.166 - - [01/Aug/2013:12:00:41 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=stimulation&id=0.9805554666861941 HTTP/1.1" 200 62090
143.107.162.166 - - [01/Aug/2013:12:00:41 -0300] "GET /remoto/start.do HTTP/1.1" 200 7365
143.107.162.166 - - [01/Aug/2013:12:00:42 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 -
143.107.162.166 - - [01/Aug/2013:12:00:42 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 -
143.107.162.166 - - [01/Aug/2013:12:00:42 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 -
143.107.162.166 - - [01/Aug/2013:12:00:43 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 -
143.107.162.166 - - [01/Aug/2013:12:00:43 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 -
143.107.162.166 - - [01/Aug/2013:12:00:43 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 -
143.107.162.166 - - [01/Aug/2013:12:00:44 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 -
143.107.162.166 - - [01/Aug/2013:12:00:44 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 -
143.107.162.166 - - [01/Aug/2013:12:00:44 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 -
143.107.162.166 - - [01/Aug/2013:12:00:44 -0300] "GET /remoto/simulation.do?task=simulating HTTP/1.1" 200 7407
143.107.162.166 - - [01/Aug/2013:12:00:45 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 24
143.107.162.166 - - [01/Aug/2013:12:00:45 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 24
143.107.162.166 - - [01/Aug/2013:12:00:46 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 24
143.107.162.166 - - [01/Aug/2013:12:00:46 -0300] "POST /remoto/simulation.do?task=cancel HTTP/1.1" 302 -
143.107.162.166 - - [01/Aug/2013:12:00:46 -0300] "GET /remoto/jsp/finish.jsp?status=canceled HTTP/1.1" 200 7334
143.107.162.166 - - [01/Aug/2013:12:00:46 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 24
143.107.162.166 - - [01/Aug/2013:12:00:48 -0300] "POST /remoto/simulation.do HTTP/1.1" 200 7365
143.107.162.166 - - [01/Aug/2013:12:00:48 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 -
143.107.162.166 - - [01/Aug/2013:12:00:48 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 -
143.107.162.166 - - [01/Aug/2013:12:00:49 -0300] "GET /remoto/results.do?opt=chart_img HTTP/1.1" 200 18966
143.107.162.166 - - [01/Aug/2013:12:00:49 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 -
143.107.162.166 - - [01/Aug/2013:12:00:49 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.3164944575057239 HTTP/1.1" 200 40475
143.107.162.166 - - [01/Aug/2013:12:00:51 -0300] "POST /remoto/results.do HTTP/1.1" 200 21820
143.107.162.166 - - [01/Aug/2013:12:00:52 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.8989819195187314 HTTP/1.1" 200 47347
143.107.162.166 - - [01/Aug/2013:12:00:53 -0300] "POST /remoto/results.do HTTP/1.1" 200 21821
143.107.162.166 - - [01/Aug/2013:12:00:53 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.16197909327998072 HTTP/1.1" 200 40900
143.107.162.166 - - [01/Aug/2013:12:00:56 -0300] "POST /remoto/results.do HTTP/1.1" 200 21817
143.107.162.166 - - [01/Aug/2013:12:00:56 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.730296347847258 HTTP/1.1" 200 53954
143.107.162.166 - - [01/Aug/2013:12:00:58 -0300] "POST /remoto/results.do HTTP/1.1" 200 21818
143.107.162.166 - - [01/Aug/2013:12:00:58 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.2665395326216963 HTTP/1.1" 200 44890
143.107.162.166 - - [01/Aug/2013:12:01:03 -0300] "POST /remoto/results.do HTTP/1.1" 200 21818
143.107.162.166 - - [01/Aug/2013:12:01:03 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.4077766323960208 HTTP/1.1" 200 47501
143.107.162.166 - - [01/Aug/2013:12:01:04 -0300] "POST /remoto/results.do HTTP/1.1" 200 21818
143.107.162.166 - - [01/Aug/2013:12:01:04 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.05992035272810725 HTTP/1.1" 200 47506
143.107.162.166 - - [01/Aug/2013:12:01:05 -0300] "POST /remoto/results.do HTTP/1.1" 200 21817
143.107.162.166 - - [01/Aug/2013:12:01:05 -0300] "GET /remoto/servlet/ServletChartGenerator?cdSimulation=rnwatanabe_29&id=0.9034646280155357 HTTP/1.1" 200 48550
143.107.162.166 - - [01/Aug/2013:12:01:30 -0300] "GET /remoto/biomechanicalElements.do HTTP/1.1" 200 10414
143.107.162.166 - - [01/Aug/2013:12:01:33 -0300] "POST /remoto/biomechanicalElements.do HTTP/1.1" 200 10414
143.107.162.166 - - [01/Aug/2013:12:01:33 -0300] "POST /remoto/biomechanicalElements.do HTTP/1.1" 200 10414
143.107.162.166 - - [01/Aug/2013:12:01:35 -0300] "GET /remoto/start.do HTTP/1.1" 200 7365
143.107.162.166 - - [01/Aug/2013:12:01:36 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 -
143.107.162.166 - - [01/Aug/2013:12:01:36 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 -
143.107.162.166 - - [01/Aug/2013:12:01:36 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 -
143.107.162.166 - - [01/Aug/2013:12:01:36 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 -
143.107.162.166 - - [01/Aug/2013:12:01:37 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 -
143.107.162.166 - - [01/Aug/2013:12:01:37 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 -
143.107.162.166 - - [01/Aug/2013:12:01:37 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 -
143.107.162.166 - - [01/Aug/2013:12:01:38 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 -
143.107.162.166 - - [01/Aug/2013:12:01:38 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 -
143.107.162.166 - - [01/Aug/2013:12:01:38 -0300] "GET /remoto/simulation.do?task=simulating HTTP/1.1" 200 7407
143.107.162.166 - - [01/Aug/2013:12:01:39 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 24
143.107.162.166 - - [01/Aug/2013:12:01:39 -0300] "POST /remoto/simulation.do?task=cancel HTTP/1.1" 302 -
143.107.162.166 - - [01/Aug/2013:12:01:39 -0300] "GET /remoto/jsp/finish.jsp?status=canceled HTTP/1.1" 200 7334
143.107.162.166 - - [01/Aug/2013:12:01:39 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 24
143.107.162.166 - - [01/Aug/2013:12:01:41 -0300] "GET /remoto/biomechanicalElements.do HTTP/1.1" 200 10414
143.107.162.166 - - [01/Aug/2013:12:01:43 -0300] "GET /remoto/start.do HTTP/1.1" 302 -
143.107.162.166 - - [01/Aug/2013:12:01:43 -0300] "GET /remoto/jsp/finish.jsp?status=canceled HTTP/1.1" 200 7334
143.107.162.166 - - [01/Aug/2013:12:01:44 -0300] "POST /remoto/simulation.do HTTP/1.1" 200 7365
143.107.162.166 - - [01/Aug/2013:12:01:45 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 -
143.107.162.166 - - [01/Aug/2013:12:01:45 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 -
143.107.162.166 - - [01/Aug/2013:12:01:45 -0300] "GET /remoto/results.do?opt=chart_img HTTP/1.1" 200 18966
143.107.162.166 - - [01/Aug/2013:12:01:46 -0300] "POST /remoto//servlet/ProgressBarServlet HTTP/1.1" 200 -
